"No.","Time","Source","Destination","Protocol","Length","Info","New Column"
"14111","47.565317","127.0.0.1","127.0.0.1","TCP","197","60471 > 59640 [PSH, ACK] Seq=5096 Ack=601015 Win=329888 Len=141 TSval=1361538445 TSecr=1361538445","\\r\\n\\r\\n{""seq"":44,""type"":""request"",""command"":""setbreakpoint"",""arguments"":{""line"":59,""column"":0,""type"":""script"",""enabled"":true,""target"":""app.js""}}"
"14112","47.565325","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=601015 Ack=5237 Win=403040 Len=0 TSval=1361538445 TSecr=1361538445",""
"14113","47.571754","127.0.0.1","127.0.0.1","TCP","77","59640 > 60471 [PSH, ACK] Seq=601015 Ack=5237 Win=403040 Len=21 TSval=1361538451 TSecr=1361538445","Content-Length: 221\\r\\n"
"14114","47.571779","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=5237 Ack=601036 Win=329888 Len=0 TSval=1361538451 TSecr=1361538451",""
"14115","47.572307","127.0.0.1","127.0.0.1","TCP","279","59640 > 60471 [PSH, ACK] Seq=601036 Ack=5237 Win=403040 Len=223 TSval=1361538451 TSecr=1361538451","\\r\\n{""seq"":55,""request_seq"":44,""type"":""response"",""command"":""setbreakpoint"",""success"":true,""body"":{""type"":""scriptName"",""breakpoint"":5,""script_name"":""app.js"",""line"":59,""column"":0,""actual_locations"":[]},""refs"":[],""running"":true}"
"14116","47.572329","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=5237 Ack=601259 Win=329664 Len=0 TSval=1361538451 TSecr=1361538451",""
"14192","50.041780","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=5237 Ack=601259 Win=329664 Len=14 TSval=1361540905 TSecr=1361538451","Content-Length"
"14193","50.041808","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=601259 Ack=5251 Win=403040 Len=0 TSval=1361540905 TSecr=1361540905",""
"14194","50.041821","127.0.0.1","127.0.0.1","TCP","63","60471 > 59640 [PSH, ACK] Seq=5251 Ack=601259 Win=329664 Len=7 TSval=1361540905 TSecr=1361540905",":84\\r\\n\\r\\n"
"14195","50.041828","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=601259 Ack=5258 Win=403040 Len=0 TSval=1361540905 TSecr=1361540905",""
"14196","50.041838","127.0.0.1","127.0.0.1","TCP","140","60471 > 59640 [PSH, ACK] Seq=5258 Ack=601259 Win=329664 Len=84 TSval=1361540905 TSecr=1361540905","{""seq"":45,""type"":""request"",""command"":""clearbreakpoint"",""arguments"":{""breakpoint"":4}}"
"14197","50.041843","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=601259 Ack=5342 Win=402944 Len=0 TSval=1361540905 TSecr=1361540905",""
"14198","50.044576","127.0.0.1","127.0.0.1","TCP","77","59640 > 60471 [PSH, ACK] Seq=601259 Ack=5342 Win=402944 Len=21 TSval=1361540907 TSecr=1361540905","Content-Length: 137\\r\\n"
"14199","50.044617","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=5342 Ack=601280 Win=329632 Len=0 TSval=1361540907 TSecr=1361540907",""
"14200","50.046609","127.0.0.1","127.0.0.1","TCP","195","59640 > 60471 [PSH, ACK] Seq=601280 Ack=5342 Win=402944 Len=139 TSval=1361540909 TSecr=1361540907","\\r\\n{""seq"":56,""request_seq"":45,""type"":""response"",""command"":""clearbreakpoint"",""success"":true,""body"":{""breakpoint"":4},""refs"":[],""running"":true}"
"14201","50.046628","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=5342 Ack=601419 Win=329504 Len=0 TSval=1361540909 TSecr=1361540909",""
"14236","51.120751","127.0.0.1","127.0.0.1","TCP","70","60471 > 59640 [PSH, ACK] Seq=5342 Ack=601419 Win=329504 Len=14 TSval=1361541974 TSecr=1361540909","Content-Length"
"14237","51.120790","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=601419 Ack=5356 Win=402944 Len=0 TSval=1361541974 TSecr=1361541974",""
"14238","51.120804","127.0.0.1","127.0.0.1","TCP","57","60471 > 59640 [PSH, ACK] Seq=5356 Ack=601419 Win=329504 Len=1 TSval=1361541974 TSecr=1361541974",":"
"14239","51.120813","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=601419 Ack=5357 Win=402944 Len=0 TSval=1361541974 TSecr=1361541974",""
"14240","51.120829","127.0.0.1","127.0.0.1","TCP","60","60471 > 59640 [PSH, ACK] Seq=5357 Ack=601419 Win=329504 Len=4 TSval=1361541974 TSecr=1361541974","84\\r\\n"
"14241","51.120836","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=601419 Ack=5361 Win=402912 Len=0 TSval=1361541974 TSecr=1361541974",""
"14242","51.120845","127.0.0.1","127.0.0.1","TCP","142","60471 > 59640 [PSH, ACK] Seq=5361 Ack=601419 Win=329504 Len=86 TSval=1361541974 TSecr=1361541974","\\r\\n{""seq"":46,""type"":""request"",""command"":""clearbreakpoint"",""arguments"":{""breakpoint"":5}}"
"14243","51.120852","127.0.0.1","127.0.0.1","TCP","56","59640 > 60471 [ACK] Seq=601419 Ack=5447 Win=402848 Len=0 TSval=1361541974 TSecr=1361541974",""
"14244","51.123059","127.0.0.1","127.0.0.1","TCP","77","59640 > 60471 [PSH, ACK] Seq=601419 Ack=5447 Win=402848 Len=21 TSval=1361541975 TSecr=1361541974","Content-Length: 137\\r\\n"
"14245","51.123084","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=5447 Ack=601440 Win=329472 Len=0 TSval=1361541975 TSecr=1361541975",""
"14246","51.124434","127.0.0.1","127.0.0.1","TCP","195","59640 > 60471 [PSH, ACK] Seq=601440 Ack=5447 Win=402848 Len=139 TSval=1361541977 TSecr=1361541975","\\r\\n{""seq"":57,""request_seq"":46,""type"":""response"",""command"":""clearbreakpoint"",""success"":true,""body"":{""breakpoint"":5},""refs"":[],""running"":true}"
"14247","51.124462","127.0.0.1","127.0.0.1","TCP","56","60471 > 59640 [ACK] Seq=5447 Ack=601579 Win=329344 Len=0 TSval=1361541977 TSecr=1361541977",""
